application_id,request_ids_mean,request_ids_std,request_ids_min,request_ids_max,request_ids_median,request_ids_p50,request_ids_p90,request_ids_p95,request_ids_p99,request_ids_p999,request_ids_geomean,response_times_mean,response_times_std,response_times_min,response_times_max,response_times_median,response_times_p50,response_times_p90,response_times_p95,response_times_p99,response_times_p999,response_times_geomean,queue_times_mean,queue_times_std,queue_times_min,queue_times_max,queue_times_median,queue_times_p50,queue_times_p90,queue_times_p95,queue_times_p99,queue_times_p999,queue_times_geomean,ttft_times_mean,ttft_times_std,ttft_times_min,ttft_times_max,ttft_times_median,ttft_times_p50,ttft_times_p90,ttft_times_p95,ttft_times_p99,ttft_times_p999,ttft_times_geomean,tbt_times_mean,tbt_times_std,tbt_times_min,tbt_times_max,tbt_times_median,tbt_times_p50,tbt_times_p90,tbt_times_p95,tbt_times_p99,tbt_times_p999,tbt_times_geomean,nth_token_overheads_mean,nth_token_overheads_std,nth_token_overheads_min,nth_token_overheads_max,nth_token_overheads_median,nth_token_overheads_p50,nth_token_overheads_p90,nth_token_overheads_p95,nth_token_overheads_p99,nth_token_overheads_p999,nth_token_overheads_geomean,prompt_sizes_mean,prompt_sizes_std,prompt_sizes_min,prompt_sizes_max,prompt_sizes_median,prompt_sizes_p50,prompt_sizes_p90,prompt_sizes_p95,prompt_sizes_p99,prompt_sizes_p999,prompt_sizes_geomean,token_sizes_mean,token_sizes_std,token_sizes_min,token_sizes_max,token_sizes_median,token_sizes_p50,token_sizes_p90,token_sizes_p95,token_sizes_p99,token_sizes_p999,token_sizes_geomean
0,41564.0,23997.275261995892,0.0,83128.0,41564.0,41564.0,74815.2,78971.59999999999,82296.72,83044.872,0.0,15.547220394237161,12.648784229552383,0.3640441363577622,96.57861633509106,9.85059671433919,9.85059671433919,34.59532632836427,38.77176363435721,48.32857655232554,72.75150187514825,10.812721563137265,0.07377097743320224,0.16466368678049595,0.0,3.0167023525521017,0.029385381561610302,0.029385381561610302,0.16168917178258363,0.3768948228430186,0.8829052629033767,1.5296359890220224,0.0,0.2618353931374843,0.2658363419274651,0.049483168148071854,4.043741851371692,0.18032216173355664,0.18032216173355664,0.6733604333574761,0.7859076541860018,1.334064686617749,2.0173729372695792,0.1912312681933363,0.07178984309155087,0.02025253172086097,0.03246464453366522,0.37710433358913004,0.07177132642178453,0.07177132642178453,0.09729183509390046,0.10475902321285639,0.12217644245502515,0.15683144757241557,0.06892554671567974,0.1344169901229064,0.37607064168177146,0.0,26.10466804484068,0.044880276550543385,0.044880276550543385,0.33594387291526,0.5895244508602445,1.1471744554309364,4.14032806504799,0.0,1161.3376318733535,1117.5362598683382,2.0,14050.0,1020.0,1020.0,2786.0,4083.0,4141.0,6280.0,762.2827395585028,211.55560634676226,163.229443599493,7.0,1000.0,129.0,129.0,425.0,453.0,600.7200000000012,953.744000000006,151.45563455557883
