application_id,request_ids_mean,request_ids_std,request_ids_min,request_ids_max,request_ids_median,request_ids_p50,request_ids_p90,request_ids_p95,request_ids_p99,request_ids_p999,request_ids_geomean,response_times_mean,response_times_std,response_times_min,response_times_max,response_times_median,response_times_p50,response_times_p90,response_times_p95,response_times_p99,response_times_p999,response_times_geomean,queue_times_mean,queue_times_std,queue_times_min,queue_times_max,queue_times_median,queue_times_p50,queue_times_p90,queue_times_p95,queue_times_p99,queue_times_p999,queue_times_geomean,ttft_times_mean,ttft_times_std,ttft_times_min,ttft_times_max,ttft_times_median,ttft_times_p50,ttft_times_p90,ttft_times_p95,ttft_times_p99,ttft_times_p999,ttft_times_geomean,tbt_times_mean,tbt_times_std,tbt_times_min,tbt_times_max,tbt_times_median,tbt_times_p50,tbt_times_p90,tbt_times_p95,tbt_times_p99,tbt_times_p999,tbt_times_geomean,nth_token_overheads_mean,nth_token_overheads_std,nth_token_overheads_min,nth_token_overheads_max,nth_token_overheads_median,nth_token_overheads_p50,nth_token_overheads_p90,nth_token_overheads_p95,nth_token_overheads_p99,nth_token_overheads_p999,nth_token_overheads_geomean,prompt_sizes_mean,prompt_sizes_std,prompt_sizes_min,prompt_sizes_max,prompt_sizes_median,prompt_sizes_p50,prompt_sizes_p90,prompt_sizes_p95,prompt_sizes_p99,prompt_sizes_p999,prompt_sizes_geomean,token_sizes_mean,token_sizes_std,token_sizes_min,token_sizes_max,token_sizes_median,token_sizes_p50,token_sizes_p90,token_sizes_p95,token_sizes_p99,token_sizes_p999,token_sizes_geomean
0,44960.5,25958.245451429622,0.0,89921.0,44960.5,44960.5,80928.90000000001,85424.95,89021.79,89831.07900000001,0.0,28.266122372696543,15.116887709251237,0.4143185672414855,106.15902997741938,26.562532760706432,26.562532760706432,49.9062453701469,54.38883477252218,62.590582949202435,86.88734076456036,23.41690743172174,12.05560553244892,8.349219087665965,0.0,33.74202755183637,12.224789187473391,12.224789187473391,23.734373579314408,26.281686615364773,28.903920519217372,30.867727095465007,0.0,12.291236922637168,8.355054163449868,0.04566080545919249,34.391431671507576,12.459485031748756,12.459485031748756,23.97260038753055,26.525810828387833,29.139791563528615,31.11548388014376,7.6316764532415595,0.07645973267416016,0.022275497572224842,0.03228142130037461,1.3559215305675671,0.07684909837302067,0.07684909837302067,0.09051592404536987,0.09757814119816818,0.12936662800812698,0.27846364568893045,0.07421660903656208,0.29248254830638365,1.1530653934550126,0.0,80.19558326390536,0.009340793034931849,0.009340793034931849,0.6408384765899484,0.9909679722488818,4.616603124854055,16.381507083400187,0.0,1150.436611730166,1103.2382746818228,2.0,14050.0,1020.0,1020.0,2700.0,4082.0,4141.0,6061.0,758.1211760234831,211.51287782745047,162.5808451551262,7.0,1000.0,130.0,130.0,424.0,450.0,601.0,954.0,151.78610558723182
