request_ids,response_times,queue_times,ttft_times,tbt_times,nth_token_overheads,prompt_sizes,token_sizes,failure_times,success_times,request_types
0.0,0.38455259652819723,0.0,0.1809811612680221,0.03392857254336252,0.026935195922851568,1441.0,6.0,0.0,0.0,0.0
7.0,1.1008127252553075,0.0,0.06824356959941724,0.04489431111547349,0.008056259155273443,431.0,23.0,0.0,0.0,0.0
15.0,0.7051922848962949,0.0,0.12246955134691007,0.041623052396384634,0.017477035522460938,935.0,14.0,0.0,0.0,0.0
16.0,1.79195167796653,0.0,0.18788064733837473,0.16040710306281553,1.2860382104935768,1500.0,10.0,0.0,0.0,0.0
14.0,2.510028224707198,0.0,0.2164141151547483,0.04986117629461847,0.03259887695312502,1744.0,46.0,0.0,0.0,1.0
39.0,1.9144887800647428,0.0,0.13958424484590637,0.19721161502431517,1.209538807372888,1087.0,9.0,0.0,0.0,0.0
70.0,1.1273984488603168,0.0,0.42282248381911813,0.10065370929159981,0.49253462065650266,2928.0,7.0,0.0,0.0,0.0
67.0,1.294606407961397,0.0,0.1318884314239881,0.12919088628193431,0.632543246494087,1021.0,9.0,0.0,0.0,0.0
83.0,0.8984787374352337,0.0,0.3542849367276091,0.03627958671384164,0.04947608049828034,2575.0,15.0,0.0,0.0,0.0
47.0,2.2646396343301296,0.0,0.1344388654036095,0.11834448716258444,0.8933772719606943,1043.0,18.0,0.0,0.0,0.0
78.0,1.4923841072762918,0.0,0.12411237926733065,0.17103396600112014,1.0146975527621716,950.0,8.0,0.0,0.0,0.0
13.0,3.986594091276534,0.0,0.36845842380319027,0.06957953206679507,0.049496459960937544,2648.0,52.0,0.0,0.0,0.0
106.0,0.7408796585171049,0.0,0.1937276694318939,0.060794665453912336,0.2644074882281431,1550.0,9.0,0.0,0.0,0.0
1.0,4.799492441863939,0.0,0.24062078662191766,0.06245029664715098,0.036468124389648415,1951.0,73.0,0.0,0.0,1.0
120.0,0.5419914517227804,0.0,0.18413855319852246,0.04473161231553224,0.11044862173130632,1468.0,8.0,0.0,0.0,0.0
23.0,4.445224583461724,0.0,0.5631982530745319,0.485253291298399,3.6345539285618216,3651.0,8.0,0.0,0.0,0.0
109.0,1.6371186128661401,0.0,0.051569519217082416,0.10570327290993718,0.6311456926240178,260.0,15.0,0.0,0.0,0.0
9.0,5.283786043337112,0.0,0.05002598888495413,0.10903666780108662,0.0038318634033203125,205.0,48.0,0.0,0.0,1.0
95.0,2.419578286206846,0.0,0.20740970113072876,0.0850834071183122,0.5149100319379847,1667.0,26.0,0.0,0.0,0.0
4.0,5.733246365021207,0.0,0.1302456035035675,0.08489395093208545,0.01880416870117188,1006.0,66.0,0.0,0.0,1.0
58.0,3.8477537976718503,0.0,0.062393025605615327,0.08803164586200546,0.4620756022758812,371.0,43.0,0.0,0.0,1.0
131.0,1.207897309661666,0.0,0.6457151298844224,0.046848514981436974,0.17320289948308254,4076.0,12.0,0.0,0.0,1.0
122.0,1.5879113246959093,0.0,0.109217406122184,0.11374568604413272,0.6655605804285907,814.0,13.0,0.0,0.0,0.0
138.0,1.0055912129257747,0.0,0.1135982805766389,0.12742756176416226,0.6799126593744864,854.0,7.0,0.0,0.0,0.0
132.0,1.3775860640879776,0.0,0.15466956184718583,0.20381941704013196,0.9047539201397008,1216.0,6.0,0.0,0.0,0.0
135.0,1.285737250528336,0.0,0.3636044898731967,0.1024591956283488,0.35655941366277144,2623.0,9.0,0.0,0.0,0.0
3.0,6.210922646583188,0.0,0.6568534225007809,0.07030467372256212,0.07729148864746094,4135.0,79.0,0.0,0.0,1.0
10.0,6.258972485788311,0.0,0.06736598800034699,0.12383212995575928,0.007888031005859386,422.0,50.0,0.0,0.0,1.0
171.0,0.8025648374863028,0.0,0.25184706904147447,0.07867396692068976,0.3384623168153871,2047.0,7.0,0.0,0.0,0.0
146.0,1.578279933264378,0.0,0.2884655926368964,0.0716563522570823,0.26460072950769753,2236.0,18.0,0.0,0.0,0.0
134.0,2.111498447618091,0.0,0.5808665725797084,0.19132898437979784,1.2831594732130123,3742.0,8.0,0.0,0.0,0.0
160.0,1.3551653046366807,0.0,0.2692440142741219,0.08353240695096606,0.661429851398653,2137.0,13.0,0.0,0.0,0.0
112.0,3.191122999582533,0.0,0.049483168148071854,0.06411509860070329,0.10057687058596265,181.0,49.0,0.0,0.0,0.0
154.0,1.8200491528529303,0.0,0.19478013340872735,0.12502069380340022,1.2010306163149966,1559.0,13.0,0.0,0.0,0.0
167.0,1.4880668062961533,0.0,0.4649546303314622,0.07870093661266854,0.5988737728354847,3145.0,13.0,0.0,0.0,0.0
100.0,4.120818167958144,0.0,0.6472683887420203,0.09387972376259794,0.25692435930319224,4084.0,37.0,0.0,0.0,1.0
175.0,1.6030341045598826,0.0,0.04812611630586616,0.22212971260771663,1.05970366067025,121.0,7.0,0.0,0.0,0.0
221.0,0.8615361991269186,0.0,0.11513158663569811,0.04665028828070128,0.07430452163710566,868.0,16.0,0.0,0.0,0.0
189.0,1.9733347456050128,0.0,0.1223600294855487,0.2644249594456377,1.6387387287849995,934.0,7.0,0.0,0.0,0.0
54.0,6.56924587809746,0.0,0.04925699284103757,0.08149986106570528,0.6503487426794261,171.0,80.0,0.0,0.0,1.0
172.0,2.295432137792166,0.0,0.13689461468288755,0.06348639773850819,0.38996268820700397,1064.0,34.0,0.0,0.0,1.0
63.0,6.208109463220355,0.0,0.12367429182188516,0.6760483523776077,5.801460343050843,946.0,9.0,0.0,0.0,0.0
